0.414682	0
-1.33411	0.693147
-2.36348	1.38629
-3.5379	2.07944
-4.82695	2.77259
-6.17919	3.46574
-7.55571	4.15888
-8.93944	4.85203
-10.3251	5.54518
-11.7112	6.23832
-13.0975	6.93147
-14.4838	7.62462
-15.8701	8.31777
-17.2563	9.01091
-18.6426	9.70406
-20.0289	10.3972
-21.4152	11.0904
-22.8015	11.7835
